Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Age
Jaipur,2014,76414,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4950.0,Honda,Amaze,10
Kochi,2012,82103,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6200.0,Mahindra,XUV500,12
Pune,2013,98000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,17500.0,BMW,X3,11
Pune,2010,45252,Petrol,Manual,First,18.9,1197.0,81.86,5.0,2250.0,Hyundai,Grand,14
Delhi,2017,10300,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6750.0,Maruti,Baleno,7
Kochi,2016,42024,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,9730.0,Hyundai,Verna,8
Kochi,2018,51236,Diesel,Manual,First,25.47,1248.0,88.5,7.0,8490.0,Maruti,Ertiga,6
Mumbai,2013,52000,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,25000.0,Mini,Cooper,11
Coimbatore,2015,42894,Diesel,Manual,First,23.2,1248.0,73.94,5.0,5590.0,Maruti,Ritz,9
Mumbai,2011,68000,Diesel,Automatic,First,15.6,1896.0,106.0,5.0,4800.0,Skoda,Laura,13
Delhi,2014,69000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5450.0,Ford,Ecosport,10
Pune,2017,10000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6500.0,Hyundai,i20,7
Chennai,2015,16000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4350.0,Honda,Brio,9
Kolkata,2013,46992,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3750.0,Honda,Amaze,11
Pune,2010,170000,Diesel,Automatic,Third,18.48,1995.0,177.0,5.0,12000.0,BMW,5,14
Delhi,2014,58000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,32000.0,Audi,Q7,10
Jaipur,2015,50000,Diesel,Manual,Second,24.0,1120.0,70.0,5.0,4000.0,Hyundai,Grand,9
Kolkata,2011,39010,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2600.0,Nissan,Micra,13
Jaipur,2016,26946,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4450.0,Hyundai,Grand,8
Pune,2015,28700,Petrol,Manual,First,21.1,814.0,55.2,5.0,2600.0,Hyundai,EON,9
Chennai,2011,60000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,16000.0,Mercedes-Benz,New,13
Delhi,2014,38999,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,32500.0,Land,Rover,10
Mumbai,2016,39000,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,13850.0,Mahindra,Ssangyong,8
Coimbatore,2018,7784,Petrol,Manual,First,20.73,1373.0,91.1,5.0,8760.0,Maruti,Ciaz,6
Kochi,2014,45710,Petrol,Automatic,First,11.8,3498.0,272.0,7.0,23680.0,Mercedes-Benz,R-Class,10
Chennai,2017,42000,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,5500.0,Maruti,Dzire,7
Coimbatore,2013,75995,Diesel,Automatic,Second,11.49,4367.0,335.3,5.0,65810.0,Land,Rover,11
Kolkata,2013,57000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4990.0,Renault,Duster,11
Chennai,2013,85350,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,5700.0,Hyundai,Verna,11
Coimbatore,2016,82725,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,11990.0,Toyota,Corolla,8
Mumbai,2016,19000,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,29990.0,BMW,3,8
Chennai,2018,13900,Petrol,Manual,First,18.88,1499.0,110.4,5.0,9500.0,Ford,EcoSport,6
Hyderabad,2014,108000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5500.0,Maruti,Swift,10
Bangalore,2016,36000,Diesel,Automatic,First,11.72,2199.0,194.3,7.0,23000.0,Hyundai,Santa,8
Hyderabad,2013,62188,Diesel,Manual,First,17.2,1396.0,53.5,5.0,2950.0,Tata,Indica,11
Kochi,2015,58397,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4900.0,Hyundai,Grand,9
Chennai,2006,85000,Petrol,Manual,Third,0.0,1086.0,97.7,5.0,1300.0,Hyundai,Santro,18
Delhi,2016,30000,Petrol,Automatic,First,22.5,998.0,67.0,5.0,4250.0,Maruti,Wagon,8
Kochi,2018,29907,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16360.0,Mahindra,XUV500,6
Kolkata,2009,46000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,9950.0,Audi,A4,15
Bangalore,2012,65000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5500.0,Volkswagen,Vento,12
Delhi,2016,22000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8250.0,Maruti,Vitara,8
Chennai,2002,99024,Petrol,Manual,First,17.3,993.0,60.0,5.0,950.0,Maruti,Zen,22
Kochi,2016,34952,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4010.0,Hyundai,i10,8
Kochi,2019,13913,Petrol,Manual,First,17.5,1199.0,88.7,5.0,8200.0,Honda,WR-V,5
Chennai,2014,71000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,6200.0,Honda,City,10
Chennai,2012,97000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,16750.0,Toyota,Fortuner,12
Delhi,2017,21000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,16500.0,Mahindra,XUV500,7
Mumbai,2007,116000,Diesel,Manual,Third,10.9,2499.0,97.7,7.0,3750.0,Ford,Endeavour,17
Kolkata,2012,110438,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3500.0,Ford,Figo,12
Coimbatore,2017,66507,Petrol,Automatic,Second,19.0,1199.0,88.7,5.0,5430.0,Honda,Jazz,7
Coimbatore,2017,54650,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,30350.0,Ford,Endeavour,7
Hyderabad,2014,32000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,7990.0,Nissan,Sunny,10
Coimbatore,2011,75378,Diesel,Manual,First,18.7,1896.0,66.0,5.0,3590.0,Skoda,Octavia,13
Chennai,2012,82697,Diesel,Manual,First,25.44,936.0,57.6,5.0,1900.0,Chevrolet,Beat,12
Chennai,2009,135000,Petrol,Automatic,First,12.1,2362.0,164.7,5.0,4700.0,Toyota,Camry,15
Chennai,2012,149000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,7250.0,Renault,Duster,12
Kochi,2016,26212,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,24460.0,Mercedes-Benz,GLA,8
Pune,2014,23500,Petrol,Manual,Second,17.57,1193.0,88.7,5.0,3900.0,Tata,Zest,10
Coimbatore,2013,56127,Petrol,Manual,First,18.5,1197.0,80.0,5.0,5150.0,Hyundai,i20,11
Mumbai,2015,26000,Petrol,Automatic,First,21.5,1197.0,81.8,5.0,3650.0,Maruti,Wagon,9
Kolkata,2016,26000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,5000.0,Hyundai,Xcent,8
Kolkata,2009,42000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2300.0,Honda,City,15
Pune,2001,130000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,750.0,Hyundai,Accent,23
Kochi,2009,137148,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,1850.0,Hyundai,Verna,15
Kolkata,2010,114703,Petrol,Manual,First,15.6,1196.0,70.0,5.0,1800.0,Ford,Figo,14
Kochi,2014,97439,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4410.0,Honda,Amaze,10
Chennai,2006,40000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2000.0,Maruti,Wagon,18
Hyderabad,2014,81609,Diesel,Manual,First,17.8,1248.0,97.7,5.0,5550.0,Maruti,Swift,10
Bangalore,2014,28000,Diesel,Automatic,First,13.0,2987.0,258.0,5.0,31750.0,Mercedes-Benz,E-Class,10
Bangalore,2015,37500,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,32000.0,Audi,A6,9
Hyderabad,2010,37000,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,21000.0,Mercedes-Benz,S,14
Ahmedabad,2010,83000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,2750.0,Maruti,Swift,14
Coimbatore,2005,79012,Petrol,Manual,First,13.4,1794.0,125.0,5.0,2640.0,Toyota,Corolla,19
Kochi,2018,27395,Diesel,Manual,First,15.4,2179.0,120.0,7.0,14190.0,Mahindra,Scorpio,6
Jaipur,2017,35362,Petrol,Manual,First,22.5,998.0,67.04,5.0,3850.0,Maruti,Wagon,7
Delhi,2014,117000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,15500.0,Toyota,Fortuner,10
Mumbai,2010,23000,Petrol,Manual,First,18.2,1061.0,64.0,5.0,1900.0,Maruti,Zen,14
Kochi,2014,59508,Petrol,Manual,First,25.4,624.0,37.48,4.0,1260.0,Tata,Nano,10
Chennai,2009,69000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,2400.0,Hyundai,i20,15
Bangalore,2010,58000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,11500.0,BMW,3,14
Jaipur,2014,88511,Diesel,Manual,First,16.0,2179.0,140.0,7.0,8250.0,Mahindra,XUV500,10
Pune,2011,66000,Petrol,Manual,First,15.8,1598.0,105.0,5.0,2750.0,Volkswagen,Vento,13
Delhi,2009,65000,Petrol,Manual,Second,17.5,1198.0,70.0,5.0,1400.0,Skoda,Fabia,15
Coimbatore,2015,30676,Petrol,Manual,First,25.4,624.0,37.5,4.0,2900.0,Tata,Nano,9
Chennai,2011,76000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2400.0,Ford,Figo,13
Pune,2013,23627,Petrol,Automatic,First,14.8,1598.0,105.0,5.0,4750.0,Volkswagen,Vento,11
Kochi,2018,52827,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44760.0,Land,Rover,6
Kochi,2015,64465,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6220.0,Honda,City,9
Chennai,2018,14000,Petrol,Automatic,First,22.5,999.0,67.0,5.0,4500.0,Renault,KWID,6
Mumbai,2015,26000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4250.0,Hyundai,Grand,9
Hyderabad,2011,78203,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,5500.0,Chevrolet,Cruze,13
Mumbai,2017,27000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6950.0,Hyundai,i20,7
Coimbatore,2018,31919,Petrol,Automatic,First,24.07,998.0,67.1,5.0,4560.0,Maruti,Alto,6
Coimbatore,2016,47392,Diesel,Manual,First,20.5,1582.0,126.2,5.0,13820.0,Hyundai,Creta,8
Mumbai,2016,17362,Petrol,Manual,First,18.0,1198.0,86.7,5.0,5650.0,Honda,Amaze,8
Kochi,2016,49716,Diesel,Manual,First,21.19,1396.0,88.73,5.0,6200.0,Hyundai,i20,8
Delhi,2014,48000,Petrol,Manual,First,23.1,998.0,67.04,5.0,3250.0,Maruti,Celerio,10
Kolkata,2009,46000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,8500.0,Audi,A4,15
Bangalore,2016,79000,Diesel,Manual,First,24.8,1396.0,88.7,5.0,7250.0,Hyundai,Verna,8
Pune,2013,57000,Diesel,Manual,First,21.8,1461.0,78.0,5.0,4610.0,Renault,Fluence,11
Delhi,2016,29754,Petrol,Manual,First,16.2,1199.0,74.0,5.0,5300.0,Volkswagen,Polo,8
Ahmedabad,2012,50123,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1900.0,Tata,Indigo,12
Kochi,2012,57184,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3090.0,Hyundai,i10,12
Mumbai,2007,75000,Diesel,Automatic,Second,16.46,2993.0,258.0,5.0,9500.0,BMW,7,17
Mumbai,2015,26000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,12650.0,Hyundai,Creta,9
Delhi,2016,22129,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4250.0,Hyundai,Grand,8
Hyderabad,2011,127887,Diesel,Manual,First,21.1,1248.0,73.9,5.0,2950.0,Maruti,Ritz,13
Hyderabad,2006,92000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,3450.0,Mahindra,Scorpio,18
Hyderabad,2011,60634,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3300.0,Hyundai,i10,13
Hyderabad,2014,90000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,8000.0,Tata,Safari,10
Kolkata,2009,59000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2710.0,Honda,Civic,15
Hyderabad,2012,59293,Petrol,Manual,First,18.2,998.0,67.1,5.0,2700.0,Maruti,Zen,12
Mumbai,2012,80753,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,4500.0,Maruti,Swift,12
Delhi,2015,40000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,18750.0,Toyota,Fortuner,9
Pune,2014,103000,Diesel,Manual,Second,28.4,1248.0,74.0,5.0,5250.0,Maruti,Swift,10
Hyderabad,2012,72389,LPG,Manual,First,26.2,998.0,58.2,5.0,3200.0,Maruti,Wagon,12
Pune,2017,48000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,6000.0,Maruti,Dzire,7
Kolkata,2014,41000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3140.0,Hyundai,Grand,10
Jaipur,2016,26000,Petrol,Manual,First,25.17,799.0,53.3,5.0,2550.0,Renault,KWID,8
Jaipur,2012,30000,Petrol,Manual,Second,15.64,1193.0,64.08,5.0,2300.0,Tata,Indigo,12
Hyderabad,2014,74624,Diesel,Manual,First,20.0,1399.0,68.05,5.0,5650.0,Ford,Figo,10
Kochi,2015,47877,Diesel,Automatic,First,15.15,2967.0,240.0,5.0,48220.0,Porsche,Cayenne,9
Jaipur,2016,35000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3000.0,Maruti,Alto,8
Ahmedabad,2015,52123,Diesel,Manual,First,20.34,1498.0,103.2,5.0,7500.0,Volkswagen,Vento,9
Bangalore,2005,90000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,2600.0,Mahindra,Scorpio,19
Mumbai,2018,1400,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,61250.0,BMW,X3,6
Chennai,2009,122000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3500.0,Honda,City,15
Kochi,2016,21110,Petrol,Automatic,First,17.44,1998.0,189.08,4.0,28950.0,Mini,Cooper,8
Pune,2015,78000,Diesel,Automatic,First,13.5,2477.0,175.56,6.0,15000.0,Mitsubishi,Pajero,9
Jaipur,2012,72000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4250.0,Maruti,Swift,12
Hyderabad,2006,48000,Petrol,Automatic,First,8.6,5998.0,552.0,4.0,59000.0,Bentley,Continental,18
Pune,2013,43486,Diesel,Manual,First,20.77,1248.0,88.76,7.0,6600.0,Maruti,Ertiga,11
Hyderabad,2007,199000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,5200.0,Toyota,Innova,17
Chennai,2010,34000,Petrol,Manual,First,11.7,1796.0,178.0,5.0,10000.0,Mercedes-Benz,New,14
Bangalore,2016,37944,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,35000.0,Mercedes-Benz,New,8
Mumbai,2017,30000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,8750.0,Ford,Ecosport,7
Coimbatore,2015,64005,Petrol,Manual,First,17.71,1197.0,78.9,5.0,4570.0,Toyota,Etios,9
Delhi,2012,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2500.0,Hyundai,i10,12
Chennai,2005,105000,Petrol,Manual,First,0.0,999.0,97.7,5.0,1750.0,Hyundai,Santro,19
Kochi,2014,59885,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,20110.0,Land,Rover,10
Hyderabad,2011,144471,Diesel,Manual,First,12.8,2494.0,102.0,8.0,7800.0,Toyota,Innova,13
Coimbatore,2011,63991,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3610.0,Hyundai,i20,13
Pune,2007,72000,Petrol,Manual,Second,17.0,1086.0,97.7,5.0,1110.0,Hyundai,Santro,17
Mumbai,2015,34895,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,4600.0,Nissan,Micra,9
Ahmedabad,2015,97003,Diesel,Automatic,First,15.87,2993.0,308.43,5.0,85000.0,BMW,X6,9
Kolkata,2015,45000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,5250.0,Honda,City,9
Delhi,2013,45000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,3300.0,Honda,Amaze,11
Bangalore,2013,100000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,17750.0,Toyota,Fortuner,11
Delhi,2016,70000,Diesel,Automatic,First,12.97,2179.0,187.7,5.0,35000.0,Land,Rover,8
Coimbatore,2016,37023,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13390.0,Hyundai,Creta,8
Chennai,2012,81000,Diesel,Manual,First,25.44,936.0,56.3,5.0,2500.0,Chevrolet,Beat,12
Kochi,2017,20789,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,18360.0,Toyota,Innova,7
Jaipur,2015,68310,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5950.0,Maruti,Swift,9
Mumbai,2015,47250,Diesel,Manual,Second,19.67,1582.0,126.2,5.0,11000.0,Hyundai,Creta,9
Delhi,2014,47000,Diesel,Automatic,Second,12.65,2993.0,255.0,5.0,64750.0,Land,Rover,10
Hyderabad,2017,128000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,6300.0,Honda,Amaze,7
Kochi,2017,17702,Petrol,Manual,First,15.29,1591.0,121.3,5.0,11940.0,Hyundai,Creta,7
Mumbai,2014,34987,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,5950.0,Volkswagen,Vento,10
Ahmedabad,2017,37000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,11000.0,Honda,City,7
Coimbatore,2017,38271,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12530.0,Hyundai,Creta,7
Bangalore,2012,32510,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,3750.0,Ford,Figo,12
Pune,2014,88000,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,27000.0,BMW,5,10
Pune,2012,116000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,9950.0,Mitsubishi,Pajero,12
Jaipur,2013,156000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,4200.0,Renault,Duster,11
Delhi,2010,75319,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,2000.0,Maruti,Ritz,14
Kolkata,2013,28000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3250.0,Hyundai,Grand,11
Bangalore,2017,16500,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,34000.0,Mercedes-Benz,GLA,7
Coimbatore,2016,75637,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,30370.0,BMW,5,8
Kochi,2018,32854,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,12600.0,Hyundai,Creta,6
Kochi,2019,6568,Petrol,Manual,First,25.17,799.0,53.3,5.0,5090.0,Renault,KWID,5
Bangalore,2014,30000,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,24500.0,Audi,A4,10
Kochi,2018,17804,Diesel,Manual,Second,28.09,1248.0,88.5,5.0,7970.0,Maruti,Ciaz,6
Delhi,2011,69768,Petrol,Manual,First,16.0,1198.0,90.0,5.0,2900.0,Honda,Jazz,13
Kochi,2016,62404,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,21330.0,BMW,3,8
Bangalore,2012,97000,Diesel,Automatic,Second,19.08,1582.0,126.32,5.0,6500.0,Hyundai,Verna,12
Coimbatore,2016,55687,Diesel,Manual,First,21.38,1396.0,88.7,5.0,12150.0,Hyundai,Creta,8
Kolkata,2014,17000,Petrol,Manual,First,15.04,1598.0,103.2,5.0,4250.0,Volkswagen,Vento,10
Coimbatore,2017,34232,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,35840.0,BMW,3,7
Chennai,2004,135000,Petrol,Automatic,Third,14.4,1997.0,152.0,5.0,3000.0,Honda,CR-V,20
Chennai,2012,80000,Diesel,Manual,First,19.72,1461.0,108.45,5.0,6750.0,Renault,Duster,12
Bangalore,2014,31045,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,5650.0,Hyundai,i20,10
Pune,2013,58000,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,7500.0,Volkswagen,Jetta,11
Kochi,2018,35480,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13340.0,Hyundai,Creta,6
Hyderabad,2016,62287,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7900.0,Maruti,Ciaz,8
Coimbatore,2015,46162,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6980.0,Hyundai,i20,9
Mumbai,2014,9200,Petrol,Manual,First,17.01,1591.0,121.3,5.0,5750.0,Hyundai,Verna,10
Kolkata,2012,55339,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2650.0,Volkswagen,Polo,12
Kolkata,2011,55476,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2490.0,Volkswagen,Polo,13
Pune,2007,68553,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,1500.0,Maruti,SX4,17
Kochi,2016,67376,Diesel,Manual,First,24.5,1498.0,98.6,7.0,6500.0,Honda,Mobilio,8
Hyderabad,2013,42000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,8000.0,Renault,Duster,11
Coimbatore,2019,28069,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,30850.0,Toyota,Fortuner,5
Kochi,2014,93144,Diesel,Automatic,First,14.7,1984.0,181.0,5.0,17150.0,Volvo,XC60,10
Hyderabad,2014,24300,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4550.0,Maruti,Celerio,10
Hyderabad,2015,47883,Diesel,Manual,Second,26.21,1248.0,88.5,5.0,7400.0,Maruti,Ciaz,9
Kochi,2013,12467,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,25640.0,Audi,Q5,11
Kolkata,2013,56683,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,13500.0,BMW,X1,11
Bangalore,2013,38000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,3550.0,Ford,Figo,11
Ahmedabad,2018,35000,Diesel,Manual,First,22.7,1582.0,126.2,5.0,15000.0,Hyundai,Elantra,6
Pune,2007,80000,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,1950.0,Hyundai,Verna,17
Pune,2006,125000,Petrol,Manual,Second,13.5,1799.0,130.0,5.0,2300.0,Honda,Civic,18
Chennai,2013,123000,Diesel,Manual,Second,12.55,2982.0,168.5,7.0,15000.0,Toyota,Fortuner,11
Chennai,2012,70000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3150.0,Hyundai,i10,12
Hyderabad,2012,87982,Diesel,Manual,First,21.64,1461.0,84.8,5.0,5000.0,Nissan,Sunny,12
Jaipur,2013,40714,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,24750.0,BMW,5,11
Pune,2008,83000,Diesel,Manual,Second,16.52,1991.0,123.7,5.0,2600.0,Chevrolet,Optra,16
Ahmedabad,2011,86000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3750.0,Hyundai,i10,13
Ahmedabad,2009,60002,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,4850.0,Skoda,Laura,15
Jaipur,2013,60000,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,27000.0,Mercedes-Benz,E-Class,11
Kolkata,2014,84677,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3000.0,Honda,Amaze,10
Delhi,2017,23000,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,28750.0,BMW,X1,7
Hyderabad,2016,81424,Diesel,Manual,First,12.99,2494.0,100.6,8.0,14490.0,Toyota,Innova,8
Delhi,2013,36400,Diesel,Automatic,First,7.5,4806.0,394.3,4.0,72000.0,Porsche,Panamera,11
Chennai,2012,70000,Diesel,Manual,Second,22.71,1461.0,84.8,5.0,4000.0,Nissan,Sunny,12
Delhi,2015,40000,Diesel,Manual,Second,26.59,1248.0,74.0,5.0,4500.0,Maruti,Swift,9
Mumbai,2019,600,Petrol,Automatic,First,21.5,1197.0,81.8,5.0,6250.0,Maruti,Wagon,5
Pune,2015,65320,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,11500.0,Volkswagen,Jetta,9
Pune,2009,79000,Petrol,Manual,Third,9.8,2354.0,180.0,5.0,3100.0,Honda,Accord,15
Mumbai,2018,5000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,10110.0,Honda,City,6
Coimbatore,2019,6028,Petrol,Manual,First,17.01,1591.0,121.3,5.0,11540.0,Hyundai,Verna,5
Delhi,2006,86000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1000.0,Maruti,Wagon,18
Kolkata,2013,160000,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,2500.0,Maruti,Swift,11
Kochi,2011,59967,Petrol,Automatic,First,9.74,1984.0,208.0,5.0,18000.0,Audi,Q5,13
Coimbatore,2018,43127,Diesel,Manual,First,23.59,1364.0,67.04,5.0,6850.0,Toyota,Etios,6
Kochi,2012,65727,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2970.0,Hyundai,i10,12
Pune,2013,70000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,4750.0,Hyundai,Verna,11
Coimbatore,2018,39861,Diesel,Manual,First,20.14,1498.0,88.8,5.0,7380.0,Volkswagen,Polo,6
Delhi,2017,16485,Diesel,Automatic,First,22.48,1995.0,187.74,5.0,42750.0,BMW,5,7
Bangalore,2010,77332,Diesel,Manual,Second,23.0,1396.0,90.0,5.0,3650.0,Hyundai,i20,14
Kochi,2017,17489,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5990.0,Hyundai,Grand,7
Pune,2012,125000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,13500.0,Toyota,Fortuner,12
Chennai,2016,35129,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7000.0,Maruti,Baleno,8
Hyderabad,2016,22982,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,10950.0,Hyundai,Creta,8
Pune,2013,54500,Petrol,Manual,Third,20.36,1197.0,78.9,5.0,2950.0,Hyundai,i10,11
Ahmedabad,2017,16235,Diesel,Manual,First,24.7,1047.0,69.0,5.0,5500.0,Tata,Tigor,7
Kochi,2017,73641,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,17080.0,Skoda,Superb,7
Hyderabad,2015,59572,Diesel,Manual,First,26.59,1248.0,74.0,5.0,6850.0,Maruti,Swift,9
Jaipur,2014,112827,Petrol,Automatic,First,13.1,1997.0,141.1,5.0,10500.0,Honda,CR-V,10
Hyderabad,2010,118000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,8750.0,Toyota,Innova,14
Kolkata,2010,60000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2700.0,Honda,City,14
Mumbai,2012,75059,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,4250.0,Hyundai,Verna,12
Pune,2018,3000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,7900.0,Toyota,Etios,6
Delhi,2011,78000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,4500.0,Skoda,Superb,13
Kolkata,2012,47000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4000.0,Nissan,Sunny,12
Delhi,2012,42000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4750.0,Honda,City,12
